Jahr,Altersgruppe,Woche,Tote
2017,45-50,31,218
2017,45-50,32,226
2017,45-50,33,216
2017,45-50,34,197
2017,45-50,35,203
2017,45-50,36,216
2017,45-50,37,222
2017,45-50,38,248
2017,45-50,39,226
2017,45-50,40,234
2017,45-50,41,196
2017,45-50,42,211
2017,45-50,43,210
2017,45-50,44,184
2017,45-50,45,208
2017,45-50,46,220
2017,45-50,47,233
2017,45-50,48,226
2017,45-50,49,207
2017,45-50,50,215
2017,45-50,51,194
2017,45-50,52,215
2017,45-50,53,X
2017,50-55,1,468
2017,50-55,2,493
2017,50-55,3,460
2017,50-55,4,442
2017,50-55,5,493
2017,50-55,6,498
2017,50-55,7,490
2017,50-55,8,432
2017,50-55,9,438
2017,50-55,10,472
2017,50-55,11,434
2017,50-55,12,433
2017,50-55,13,455
2017,50-55,14,430
2017,50-55,15,398
2017,50-55,16,405
2017,50-55,17,439
2017,50-55,18,454
2017,50-55,19,431
2017,50-55,20,460
2017,50-55,21,459
2017,50-55,22,452
2017,50-55,23,435
2017,50-55,24,419
2017,50-55,25,428
2017,50-55,26,381
2017,50-55,27,432
2017,50-55,28,427
2017,50-55,29,405
2017,50-55,30,419
2017,50-55,31,427
2017,50-55,32,362
2017,50-55,33,429
2017,50-55,34,430
2017,50-55,35,406
2017,50-55,36,426
2017,50-55,37,438
2017,50-55,38,431
2017,50-55,39,383
2017,50-55,40,450
2017,50-55,41,449
2017,50-55,42,471
2017,50-55,43,423
2017,50-55,44,441
2017,50-55,45,431
2017,50-55,46,474
2017,50-55,47,450
2017,50-55,48,465
2017,50-55,49,465
2017,50-55,50,446
2017,50-55,51,419
2017,50-55,52,419
2017,50-55,53,X
2017,55-60,1,775
2017,55-60,2,739
2017,55-60,3,756
2017,55-60,4,717
2017,55-60,5,839
2017,55-60,6,725
2017,55-60,7,751
2017,55-60,8,739
2017,55-60,9,706
2017,55-60,10,696
2017,55-60,11,700
2017,55-60,12,685
2017,55-60,13,669
2017,55-60,14,655
2017,55-60,15,701
2017,55-60,16,653
2017,55-60,17,687
2017,55-60,18,639
2017,55-60,19,669
2017,55-60,20,658
2017,55-60,21,630
2017,55-60,22,675
2017,55-60,23,666
2017,55-60,24,662
2017,55-60,25,675
2017,55-60,26,658
2017,55-60,27,642
2017,55-60,28,609
2017,55-60,29,689
2017,55-60,30,659
2017,55-60,31,646
2017,55-60,32,641
2017,55-60,33,589
2017,55-60,34,619
2017,55-60,35,644
2017,55-60,36,661
2017,55-60,37,606
2017,55-60,38,591
2017,55-60,39,673
2017,55-60,40,697
2017,55-60,41,643
2017,55-60,42,659
2017,55-60,43,636
2017,55-60,44,645
2017,55-60,45,656
2017,55-60,46,660
2017,55-60,47,659
2017,55-60,48,657
2017,55-60,49,676
2017,55-60,50,677
2017,55-60,51,676
2017,55-60,52,643
2017,55-60,53,X
2017,60-65,1,1000
2017,60-65,2,1020
2017,60-65,3,1021
2017,60-65,4,1054
2017,60-65,5,992
2017,60-65,6,1027
2017,60-65,7,1051
2017,60-65,8,1020
2017,60-65,9,938
2017,60-65,10,897
2017,60-65,11,943
2017,60-65,12,887
2017,60-65,13,838
2017,60-65,14,879
2017,60-65,15,906
2017,60-65,16,851
2017,60-65,17,1010
2017,60-65,18,924
2017,60-65,19,934
2017,60-65,20,866
2017,60-65,21,873
2017,60-65,22,894
2017,60-65,23,866
2017,60-65,24,849
2017,60-65,25,935
2017,60-65,26,855
2017,60-65,27,854
2017,60-65,28,895
2017,60-65,29,893
2017,60-65,30,873
2017,60-65,31,919
2017,60-65,32,854
2017,60-65,33,913
2017,60-65,34,886
2017,60-65,35,844
2017,60-65,36,821
2017,60-65,37,817
2017,60-65,38,892
2017,60-65,39,830
2017,60-65,40,857
2017,60-65,41,905
2017,60-65,42,875
2017,60-65,43,907
2017,60-65,44,886
2017,60-65,45,909
2017,60-65,46,947
2017,60-65,47,914
2017,60-65,48,931
2017,60-65,49,878
2017,60-65,50,935
2017,60-65,51,1013
2017,60-65,52,970
2017,60-65,53,X
2017,65-70,1,1294
2017,65-70,2,1375
2017,65-70,3,1333
2017,65-70,4,1260
2017,65-70,5,1458
2017,65-70,6,1347
2017,65-70,7,1277
2017,65-70,8,1381
2017,65-70,9,1312
2017,65-70,10,1243
2017,65-70,11,1206
2017,65-70,12,1189
2017,65-70,13,1197
2017,65-70,14,1160
2017,65-70,15,1109
2017,65-70,16,1104
2017,65-70,17,1125
2017,65-70,18,1205
2017,65-70,19,1180
2017,65-70,20,1195
2017,65-70,21,1164
2017,65-70,22,1128
2017,65-70,23,1097
2017,65-70,24,1114
2017,65-70,25,1186
2017,65-70,26,1154
2017,65-70,27,1159
2017,65-70,28,1126
2017,65-70,29,1222
2017,65-70,30,1109
2017,65-70,31,1187
2017,65-70,32,1117
2017,65-70,33,1201
2017,65-70,34,1132
2017,65-70,35,1141
2017,65-70,36,1112
2017,65-70,37,1184
2017,65-70,38,1104
2017,65-70,39,1135
2017,65-70,40,1095
2017,65-70,41,1225
2017,65-70,42,1215
2017,65-70,43,1190
2017,65-70,44,1168
2017,65-70,45,1214
2017,65-70,46,1245
2017,65-70,47,1263
2017,65-70,48,1279
2017,65-70,49,1241
2017,65-70,50,1186
2017,65-70,51,1218
2017,65-70,52,1277
2017,65-70,53,X
2017,70-75,1,1626
2017,70-75,2,1754
2017,70-75,3,1697
2017,70-75,4,1742
2017,70-75,5,1848
2017,70-75,6,1781
2017,70-75,7,1758
2017,70-75,8,1759
2017,70-75,9,1612
2017,70-75,10,1566
2017,70-75,11,1486
2017,70-75,12,1406
2017,70-75,13,1400
2017,70-75,14,1442
2017,70-75,15,1379
2017,70-75,16,1434
2017,70-75,17,1561
2017,70-75,18,1383
2017,70-75,19,1439
2017,70-75,20,1383
2017,70-75,21,1342
2017,70-75,22,1403
2017,70-75,23,1283
2017,70-75,24,1261
2017,70-75,25,1390
2017,70-75,26,1326
2017,70-75,27,1377
2017,70-75,28,1287
2017,70-75,29,1386
2017,70-75,30,1326
2017,70-75,31,1330
2017,70-75,32,1324
2017,70-75,33,1330
2017,70-75,34,1320
2017,70-75,35,1306
2017,70-75,36,1305
2017,70-75,37,1352
2017,70-75,38,1400
2017,70-75,39,1367
2017,70-75,40,1354
2017,70-75,41,1385
2017,70-75,42,1420
2017,70-75,43,1389
2017,70-75,44,1358
2017,70-75,45,1381
2017,70-75,46,1384
2017,70-75,47,1462
2017,70-75,48,1437
2017,70-75,49,1507
2017,70-75,50,1488
2017,70-75,51,1466
2017,70-75,52,1439
2017,70-75,53,X
2017,75-80,1,3119
2017,75-80,2,3227
2017,75-80,3,3156
2017,75-80,4,3226
2017,75-80,5,3493
2017,75-80,6,3343
2017,75-80,7,3436
2017,75-80,8,3220
2017,75-80,9,3099
2017,75-80,10,2799
2017,75-80,11,2872
2017,75-80,12,2705
2017,75-80,13,2739
2017,75-80,14,2585
2017,75-80,15,2582
2017,75-80,16,2584
2017,75-80,17,2609
2017,75-80,18,2595
2017,75-80,19,2658
2017,75-80,20,2539
2017,75-80,21,2449
2017,75-80,22,2559
2017,75-80,23,2331
2017,75-80,24,2465
2017,75-80,25,2504
2017,75-80,26,2467
2017,75-80,27,2436
2017,75-80,28,2369
2017,75-80,29,2536
2017,75-80,30,2474
2017,75-80,31,2491
2017,75-80,32,2388
2017,75-80,33,2380
2017,75-80,34,2313
2017,75-80,35,2329
2017,75-80,36,2354
2017,75-80,37,2528
2017,75-80,38,2474
2017,75-80,39,2542
2017,75-80,40,2487
2017,75-80,41,2617
2017,75-80,42,2460
2017,75-80,43,2476
2017,75-80,44,2486
2017,75-80,45,2618
2017,75-80,46,2616
2017,75-80,47,2460
2017,75-80,48,2648
2017,75-80,49,2733
2017,75-80,50,2779
2017,75-80,51,2746
2017,75-80,52,2726
2017,75-80,53,X
2017,80-85,1,3646
2017,80-85,2,3873
2017,80-85,3,3652
2017,80-85,4,3959
2017,80-85,5,4102
2017,80-85,6,4046
2017,80-85,7,4026
2017,80-85,8,3888
2017,80-85,9,3780
2017,80-85,10,3348
2017,80-85,11,3283
2017,80-85,12,3105
2017,80-85,13,3145
2017,80-85,14,2943
2017,80-85,15,2994
2017,80-85,16,2872
2017,80-85,17,3099
2017,80-85,18,2955
2017,80-85,19,3084
2017,80-85,20,3026
2017,80-85,21,2947
2017,80-85,22,2999
2017,80-85,23,2795
2017,80-85,24,2806
2017,80-85,25,2973
2017,80-85,26,2803
2017,80-85,27,2938
2017,80-85,28,2761
2017,80-85,29,2894
2017,80-85,30,2826
2017,80-85,31,2851
2017,80-85,32,2760
2017,80-85,33,2867
2017,80-85,34,2754
2017,80-85,35,2945
2017,80-85,36,2779
2017,80-85,37,2870
2017,80-85,38,2900
2017,80-85,39,3008
2017,80-85,40,2997
2017,80-85,41,3180
2017,80-85,42,3104
2017,80-85,43,3046
2017,80-85,44,2972
2017,80-85,45,3103
2017,80-85,46,3156
2017,80-85,47,3222
2017,80-85,48,3227
2017,80-85,49,3294
2017,80-85,50,3512
2017,80-85,51,3389
2017,80-85,52,3313
2017,80-85,53,X
2017,85-90,1,4068
2017,85-90,2,4289
2017,85-90,3,4116
2017,85-90,4,4405
2017,85-90,5,4710
2017,85-90,6,4545
2017,85-90,7,4418
2017,85-90,8,4466
2017,85-90,9,4048
2017,85-90,10,3678
2017,85-90,11,3417
2017,85-90,12,3316
2017,85-90,13,3379
2017,85-90,14,3191
2017,85-90,15,3081
2017,85-90,16,3067
2017,85-90,17,3193
2017,85-90,18,3162
2017,85-90,19,3118
2017,85-90,20,3228
2017,85-90,21,3005
2017,85-90,22,3097
2017,85-90,23,2885
2017,85-90,24,2873
2017,85-90,25,2931
2017,85-90,26,2925
2017,85-90,27,3022
2017,85-90,28,2807
2017,85-90,29,3046
2017,85-90,30,2939
2017,85-90,31,3023
2017,85-90,32,2827
2017,85-90,33,2898
2017,85-90,34,2948
2017,85-90,35,2953
2017,85-90,36,2837
2017,85-90,37,2934
2017,85-90,38,3019
2017,85-90,39,3096
2017,85-90,40,3009
2017,85-90,41,3244
2017,85-90,42,3074
2017,85-90,43,3171
2017,85-90,44,3015
2017,85-90,45,3253
2017,85-90,46,3218
2017,85-90,47,3296
2017,85-90,48,3231
2017,85-90,49,3455
2017,85-90,50,3452
2017,85-90,51,3439
2017,85-90,52,3554
2017,85-90,53,X
2017,90-95,1,3070
2017,90-95,2,3392
2017,90-95,3,3147
2017,90-95,4,3286
2017,90-95,5,3675
2017,90-95,6,3400
2017,90-95,7,3513
2017,90-95,8,3371
2017,90-95,9,3018
2017,90-95,10,2658
2017,90-95,11,2680
2017,90-95,12,2371
2017,90-95,13,2388
2017,90-95,14,2298
2017,90-95,15,2229
2017,90-95,16,2284
2017,90-95,17,2354
2017,90-95,18,2283
2017,90-95,19,2323
2017,90-95,20,2257
2017,90-95,21,2117
2017,90-95,22,2216
2017,90-95,23,2031
2017,90-95,24,2238
2017,90-95,25,2304
2017,90-95,26,2130
2017,90-95,27,2140
2017,90-95,28,1975
2017,90-95,29,2087
2017,90-95,30,2069
2017,90-95,31,2110
2017,90-95,32,2071
2017,90-95,33,2065
2017,90-95,34,2133
2017,90-95,35,2089
2017,90-95,36,2004
2017,90-95,37,2059
2017,90-95,38,2181
2017,90-95,39,2230
2017,90-95,40,2260
2017,90-95,41,2333
2017,90-95,42,2320
2017,90-95,43,2339
2017,90-95,44,2330
2017,90-95,45,2307
2017,90-95,46,2372
2017,90-95,47,2374
2017,90-95,48,2477
2017,90-95,49,2461
2017,90-95,50,2434
2017,90-95,51,2540
2017,90-95,52,2651
2017,90-95,53,X
2017,95,1,1186
2017,95,2,1244
2017,95,3,1291
2017,95,4,1366
2017,95,5,1421
2017,95,6,1379
2017,95,7,1320
2017,95,8,1301
2017,95,9,1305
2017,95,10,1121
2017,95,11,1010
2017,95,12,952
2017,95,13,928
2017,95,14,872
2017,95,15,900
2017,95,16,801
2017,95,17,916
2017,95,18,894
2017,95,19,886
2017,95,20,859
2017,95,21,860
2017,95,22,882
2017,95,23,839
2017,95,24,812
2017,95,25,852
2017,95,26,811
2017,95,27,820
2017,95,28,796
2017,95,29,887
2017,95,30,782
2017,95,31,907
2017,95,32,849
2017,95,33,866
2017,95,34,802
2017,95,35,842
2017,95,36,839
2017,95,37,782
2017,95,38,871
2017,95,39,905
2017,95,40,886
2017,95,41,949
2017,95,42,946
2017,95,43,891
2017,95,44,923
2017,95,45,945
2017,95,46,939
2017,95,47,995
2017,95,48,942
2017,95,49,989
2017,95,50,1028
2017,95,51,1060
2017,95,52,1047
2017,95,53,X
2016,Insgesamt,1,18467
2016,Insgesamt,2,18439
2016,Insgesamt,3,18627
2016,Insgesamt,4,18707
2016,Insgesamt,5,18493
2016,Insgesamt,6,18541
2016,Insgesamt,7,18483
2016,Insgesamt,8,18475
2016,Insgesamt,9,18926
2016,Insgesamt,10,18888
2016,Insgesamt,11,18971
2016,Insgesamt,12,18826
2016,Insgesamt,13,18617
2016,Insgesamt,14,18244
2016,Insgesamt,15,17712
2016,Insgesamt,16,16775
2016,Insgesamt,17,17053
2016,Insgesamt,18,16901
2016,Insgesamt,19,17629
2016,Insgesamt,20,16601
2016,Insgesamt,21,16286
2016,Insgesamt,22,16346
2016,Insgesamt,23,15799
2016,Insgesamt,24,15717
2016,Insgesamt,25,16910
2016,Insgesamt,26,15699
2016,Insgesamt,27,16229
2016,Insgesamt,28,16172
2016,Insgesamt,29,16985
2016,Insgesamt,30,16157
2016,Insgesamt,31,15439
2016,Insgesamt,32,15487
2016,Insgesamt,33,16258
2016,Insgesamt,34,17147
2016,Insgesamt,35,16101
2016,Insgesamt,36,16116
2016,Insgesamt,37,16372
2016,Insgesamt,38,15606
2016,Insgesamt,39,16336
2016,Insgesamt,40,16352
2016,Insgesamt,41,17427
2016,Insgesamt,42,17599
2016,Insgesamt,43,17586
2016,Insgesamt,44,17580
2016,Insgesamt,45,17782
2016,Insgesamt,46,18591
2016,Insgesamt,47,17911
2016,Insgesamt,48,18146
2016,Insgesamt,49,18793
2016,Insgesamt,50,18885
2016,Insgesamt,51,19376
2016,Insgesamt,52,19744
2016,Insgesamt,53,X
2016,0-30,1,146
2016,0-30,2,149
2016,0-30,3,125
2016,0-30,4,160
2016,0-30,5,157
2016,0-30,6,165
2016,0-30,7,146
2016,0-30,8,153
2016,0-30,9,160
2016,0-30,10,147
2016,0-30,11,167
2016,0-30,12,174
2016,0-30,13,179
2016,0-30,14,141
2016,0-30,15,135
2016,0-30,16,150
2016,0-30,17,144
2016,0-30,18,163
2016,0-30,19,163
2016,0-30,20,162
2016,0-30,21,158
2016,0-30,22,151
2016,0-30,23,162
2016,0-30,24,144
2016,0-30,25,138
2016,0-30,26,169
2016,0-30,27,166
2016,0-30,28,155
2016,0-30,29,177
2016,0-30,30,154
2016,0-30,31,156
2016,0-30,32,138
2016,0-30,33,138
2016,0-30,34,165
2016,0-30,35,176
2016,0-30,36,161
2016,0-30,37,166
2016,0-30,38,153
2016,0-30,39,161
2016,0-30,40,156
2016,0-30,41,192
2016,0-30,42,149
2016,0-30,43,126
2016,0-30,44,156
2016,0-30,45,161
2016,0-30,46,182
2016,0-30,47,150
2016,0-30,48,149
2016,0-30,49,149
2016,0-30,50,166
2016,0-30,51,149
2016,0-30,52,157
2016,0-30,53,X
2016,30-35,1,53
2016,30-35,2,55
2016,30-35,3,57
2016,30-35,4,58
2016,30-35,5,70
2016,30-35,6,52
2016,30-35,7,67
2016,30-35,8,49
2016,30-35,9,47
2016,30-35,10,46
2016,30-35,11,63
2016,30-35,12,50
2016,30-35,13,64
2016,30-35,14,48
2016,30-35,15,53
2016,30-35,16,41
2016,30-35,17,49
2016,30-35,18,45
2016,30-35,19,47
2016,30-35,20,44
2016,30-35,21,50
2016,30-35,22,39
2016,30-35,23,59
2016,30-35,24,40
2016,30-35,25,50
2016,30-35,26,57
2016,30-35,27,44
2016,30-35,28,47
2016,30-35,29,52
2016,30-35,30,58
2016,30-35,31,50
2016,30-35,32,59
2016,30-35,33,60
2016,30-35,34,53
2016,30-35,35,41
2016,30-35,36,52
2016,30-35,37,46
2016,30-35,38,45
2016,30-35,39,48
2016,30-35,40,53
2016,30-35,41,48
2016,30-35,42,61
2016,30-35,43,66
2016,30-35,44,58
2016,30-35,45,52
2016,30-35,46,51
2016,30-35,47,40
2016,30-35,48,47
2016,30-35,49,54
2016,30-35,50,45
2016,30-35,51,42
2016,30-35,52,50
2016,30-35,53,X
2016,35-40,1,62
2016,35-40,2,68
2016,35-40,3,72
2016,35-40,4,68
2016,35-40,5,70
2016,35-40,6,72
2016,35-40,7,66
2016,35-40,8,62
2016,35-40,9,72
2016,35-40,10,73
2016,35-40,11,70
2016,35-40,12,78
2016,35-40,13,78
2016,35-40,14,69
2016,35-40,15,73
2016,35-40,16,77
2016,35-40,17,70
2016,35-40,18,68
2016,35-40,19,96
2016,35-40,20,84
2016,35-40,21,78
2016,35-40,22,68
2016,35-40,23,62
2016,35-40,24,68
2016,35-40,25,79
2016,35-40,26,66
2016,35-40,27,73
2016,35-40,28,74
2016,35-40,29,65
2016,35-40,30,78
2016,35-40,31,63
2016,35-40,32,74
2016,35-40,33,70
2016,35-40,34,71
2016,35-40,35,64
2016,35-40,36,74
2016,35-40,37,79
2016,35-40,38,65
2016,35-40,39,56
2016,35-40,40,60
2016,35-40,41,59
2016,35-40,42,76
2016,35-40,43,69
2016,35-40,44,84
2016,35-40,45,53
2016,35-40,46,72
2016,35-40,47,70
2016,35-40,48,88
2016,35-40,49,73
2016,35-40,50,77
2016,35-40,51,71
2016,35-40,52,69
2016,35-40,53,X
2016,40-45,1,117
2016,40-45,2,125
2016,40-45,3,114
2016,40-45,4,115
2016,40-45,5,131
2016,40-45,6,116
2016,40-45,7,106
2016,40-45,8,118
2016,40-45,9,112
2016,40-45,10,131
2016,40-45,11,128
2016,40-45,12,120
2016,40-45,13,135
2016,40-45,14,110
2016,40-45,15,93
2016,40-45,16,111
2016,40-45,17,120
2016,40-45,18,111
2016,40-45,19,135
2016,40-45,20,103
2016,40-45,21,103
2016,40-45,22,103
2016,40-45,23,106
2016,40-45,24,91
2016,40-45,25,117
2016,40-45,26,96
2016,40-45,27,123
2016,40-45,28,89
2016,40-45,29,104
2016,40-45,30,101
2016,40-45,31,101
2016,40-45,32,92
2016,40-45,33,102
2016,40-45,34,125
2016,40-45,35,110
2016,40-45,36,108
2016,40-45,37,114
2016,40-45,38,104
2016,40-45,39,120
2016,40-45,40,98
2016,40-45,41,106
2016,40-45,42,112
2016,40-45,43,114
2016,40-45,44,119
2016,40-45,45,109
2016,40-45,46,104
2016,40-45,47,131
2016,40-45,48,107
2016,40-45,49,137
2016,40-45,50,110
2016,40-45,51,105
2016,40-45,52,106
2016,40-45,53,X
2016,45-50,1,273
2016,45-50,2,258
2016,45-50,3,254
2016,45-50,4,261
2016,45-50,5,266
2016,45-50,6,256
2016,45-50,7,256
2016,45-50,8,257
2016,45-50,9,271
2016,45-50,10,270
2016,45-50,11,263
2016,45-50,12,245
2016,45-50,13,276
2016,45-50,14,248
2016,45-50,15,214
2016,45-50,16,271
2016,45-50,17,242
2016,45-50,18,239
2016,45-50,19,254
2016,45-50,20,225
2016,45-50,21,212
2016,45-50,22,261
2016,45-50,23,247
2016,45-50,24,215
2016,45-50,25,244
2016,45-50,26,242
2016,45-50,27,262
2016,45-50,28,236
2016,45-50,29,266
2016,45-50,30,240
2016,45-50,31,228
2016,45-50,32,219
2016,45-50,33,251
2016,45-50,34,221
2016,45-50,35,221
2016,45-50,36,242
2016,45-50,37,246
2016,45-50,38,235
2016,45-50,39,235
2016,45-50,40,260
2016,45-50,41,260
2016,45-50,42,206
2016,45-50,43,226
2016,45-50,44,241
2016,45-50,45,227
2016,45-50,46,232
2016,45-50,47,239
2016,45-50,48,247
2016,45-50,49,217
2016,45-50,50,246
2016,45-50,51,271
2016,45-50,52,245
2016,45-50,53,X
2016,50-55,1,513
2016,50-55,2,462
2016,50-55,3,475
2016,50-55,4,482
2016,50-55,5,496
2016,50-55,6,518
2016,50-55,7,468
2016,50-55,8,479
2016,50-55,9,457
2016,50-55,10,493
2016,50-55,11,505
2016,50-55,12,475
2016,50-55,13,464
2016,50-55,14,458
2016,50-55,15,514
2016,50-55,16,437
2016,50-55,17,426
2016,50-55,18,448
2016,50-55,19,478
2016,50-55,20,440
2016,50-55,21,452
2016,50-55,22,440
2016,50-55,23,454
2016,50-55,24,434
2016,50-55,25,482
2016,50-55,26,374
2016,50-55,27,451
2016,50-55,28,417
2016,50-55,29,447
2016,50-55,30,432
2016,50-55,31,413
2016,50-55,32,435
2016,50-55,33,400
2016,50-55,34,439
2016,50-55,35,443
2016,50-55,36,448
2016,50-55,37,402
2016,50-55,38,385
2016,50-55,39,419
2016,50-55,40,453
2016,50-55,41,426
2016,50-55,42,467
2016,50-55,43,436
2016,50-55,44,442
2016,50-55,45,465
2016,50-55,46,422
2016,50-55,47,412
2016,50-55,48,488
2016,50-55,49,457
2016,50-55,50,442
2016,50-55,51,452
2016,50-55,52,435
2016,50-55,53,X
2016,55-60,1,710
2016,55-60,2,745
2016,55-60,3,683
2016,55-60,4,702
2016,55-60,5,668
2016,55-60,6,765
2016,55-60,7,726
2016,55-60,8,715
2016,55-60,9,698
2016,55-60,10,753
2016,55-60,11,710
2016,55-60,12,726
2016,55-60,13,715
2016,55-60,14,734
2016,55-60,15,695
2016,55-60,16,670
2016,55-60,17,616
2016,55-60,18,669
2016,55-60,19,694
2016,55-60,20,627
2016,55-60,21,618
2016,55-60,22,663
2016,55-60,23,646
2016,55-60,24,620
2016,55-60,25,699
2016,55-60,26,639
2016,55-60,27,685
2016,55-60,28,652
2016,55-60,29,684
2016,55-60,30,605
2016,55-60,31,609
2016,55-60,32,644
2016,55-60,33,676
2016,55-60,34,647
2016,55-60,35,625
2016,55-60,36,644
2016,55-60,37,662
2016,55-60,38,626
2016,55-60,39,689
2016,55-60,40,695
2016,55-60,41,681
2016,55-60,42,668
2016,55-60,43,713
2016,55-60,44,649
2016,55-60,45,668
2016,55-60,46,695
2016,55-60,47,656
2016,55-60,48,732
2016,55-60,49,721
2016,55-60,50,645
2016,55-60,51,673
2016,55-60,52,677
2016,55-60,53,X
2016,60-65,1,978
2016,60-65,2,983
2016,60-65,3,913
2016,60-65,4,945
2016,60-65,5,943
2016,60-65,6,983
2016,60-65,7,955
2016,60-65,8,1008
2016,60-65,9,1037
2016,60-65,10,966
2016,60-65,11,949
2016,60-65,12,1013
2016,60-65,13,943
2016,60-65,14,943
2016,60-65,15,909
2016,60-65,16,890
2016,60-65,17,948
2016,60-65,18,888
2016,60-65,19,894
2016,60-65,20,841
2016,60-65,21,832
2016,60-65,22,906
2016,60-65,23,843
2016,60-65,24,841
2016,60-65,25,964
2016,60-65,26,830
2016,60-65,27,902
2016,60-65,28,888
2016,60-65,29,898
2016,60-65,30,868
2016,60-65,31,781
2016,60-65,32,851
2016,60-65,33,893
2016,60-65,34,933
2016,60-65,35,858
2016,60-65,36,850
2016,60-65,37,856
2016,60-65,38,801
2016,60-65,39,843
2016,60-65,40,853
2016,60-65,41,882
2016,60-65,42,880
2016,60-65,43,905
2016,60-65,44,911
2016,60-65,45,933
2016,60-65,46,945
2016,60-65,47,884
2016,60-65,48,900
2016,60-65,49,916
2016,60-65,50,933
2016,60-65,51,974
2016,60-65,52,934
2016,60-65,53,X
2016,65-70,1,1219
2016,65-70,2,1205
2016,65-70,3,1230
2016,65-70,4,1244
2016,65-70,5,1207
2016,65-70,6,1210
2016,65-70,7,1233
2016,65-70,8,1188
2016,65-70,9,1218
2016,65-70,10,1255
2016,65-70,11,1244
2016,65-70,12,1186
2016,65-70,13,1234
2016,65-70,14,1188
2016,65-70,15,1160
2016,65-70,16,1080
2016,65-70,17,1097
2016,65-70,18,1131
2016,65-70,19,1144
2016,65-70,20,1170
2016,65-70,21,1151
2016,65-70,22,1118
2016,65-70,23,1014
2016,65-70,24,1037
2016,65-70,25,1164
2016,65-70,26,1077
2016,65-70,27,1092
2016,65-70,28,1070
2016,65-70,29,1199
2016,65-70,30,1140
2016,65-70,31,1058
2016,65-70,32,1141
2016,65-70,33,1115
2016,65-70,34,1145
2016,65-70,35,1121
2016,65-70,36,1092
2016,65-70,37,1130
2016,65-70,38,1109
2016,65-70,39,1138
2016,65-70,40,1127
2016,65-70,41,1190
2016,65-70,42,1158
2016,65-70,43,1200
2016,65-70,44,1134
2016,65-70,45,1228
2016,65-70,46,1196
2016,65-70,47,1113
2016,65-70,48,1210
2016,65-70,49,1210
2016,65-70,50,1248
2016,65-70,51,1286
2016,65-70,52,1284
2016,65-70,53,X
2016,70-75,1,1611
2016,70-75,2,1585
2016,70-75,3,1653
2016,70-75,4,1638
2016,70-75,5,1670
2016,70-75,6,1600
2016,70-75,7,1662
2016,70-75,8,1610
2016,70-75,9,1715
2016,70-75,10,1726
2016,70-75,11,1594
2016,70-75,12,1700
2016,70-75,13,1668
2016,70-75,14,1607
2016,70-75,15,1620
2016,70-75,16,1505
2016,70-75,17,1497
2016,70-75,18,1452
2016,70-75,19,1538
2016,70-75,20,1459
2016,70-75,21,1399
2016,70-75,22,1346
2016,70-75,23,1361
2016,70-75,24,1420
2016,70-75,25,1532
2016,70-75,26,1385
2016,70-75,27,1420
2016,70-75,28,1399
2016,70-75,29,1500
2016,70-75,30,1429
2016,70-75,31,1376
2016,70-75,32,1347
2016,70-75,33,1357
2016,70-75,34,1418
2016,70-75,35,1431
2016,70-75,36,1336
2016,70-75,37,1360
2016,70-75,38,1373
2016,70-75,39,1337
2016,70-75,40,1371
2016,70-75,41,1456
2016,70-75,42,1482
2016,70-75,43,1407
2016,70-75,44,1494
2016,70-75,45,1425
2016,70-75,46,1526
2016,70-75,47,1467
2016,70-75,48,1441
2016,70-75,49,1560
2016,70-75,50,1564
2016,70-75,51,1553
2016,70-75,52,1643
2016,70-75,53,X
2016,75-80,1,2811
2016,75-80,2,2737
